1.139830723829537706e-01,2.112891898090778209e-02,9.932579866242408073e-01,6.000000000000000000e+00
1.152990451117457404e-01,2.288571798529370760e-02,9.930671548836046414e-01,1.500000000000000000e+01
1.400919439302659719e-01,2.339207430185493916e-02,9.898621409598893361e-01,1.700000000000000000e+01
1.263179394020349788e-01,3.900071131863506319e-02,9.912228421005361279e-01,1.300000000000000000e+01
1.472759150875671552e-01,3.516873757874480755e-02,9.884700120551139779e-01,0.000000000000000000e+00
1.310480336258928735e-01,3.590819285248236792e-02,9.907254991009647460e-01,1.000000000000000000e+00
1.250647235185289585e-01,3.799283619637808251e-02,9.914208790059795273e-01,1.300000000000000000e+01
1.488644009427623205e-01,3.409492699646867603e-02,9.882696626351827884e-01,1.000000000000000000e+01
1.329420447967548657e-01,3.362600744334962727e-02,9.905532314563803009e-01,4.000000000000000000e+00
8.419905429256453744e-02,1.918467053671947184e-02,9.962642559444935264e-01,2.000000000000000000e+00
7.684053924118998402e-02,1.154769279606699707e-02,9.969765204457980978e-01,1.400000000000000000e+01
8.876752403841854655e-02,2.020809391386636789e-02,9.958473575887306639e-01,2.000000000000000000e+00
8.321024342043119304e-02,1.927579153627703365e-02,9.963455722040233109e-01,2.000000000000000000e+00
1.504795752716328594e-01,3.486807235328513027e-02,9.879980338828793229e-01,0.000000000000000000e+00
1.152981991592856581e-01,2.326491776872774420e-02,9.930584418209433828e-01,1.500000000000000000e+01
1.474435721395667143e-01,3.405989471684463948e-02,9.884838474181567580e-01,1.000000000000000000e+01
1.245854983752251455e-01,3.789895847684306152e-02,9.914848070146951020e-01,1.300000000000000000e+01
1.255006597568358029e-01,3.528459510509129177e-02,9.914658752316535262e-01,1.000000000000000000e+00
8.049159576298522967e-02,1.605962669474075150e-02,9.966259034371691694e-01,3.000000000000000000e+00
1.400851451070926623e-01,2.339252296021917393e-02,9.898630925486010534e-01,1.700000000000000000e+01
8.291267939637901596e-02,1.126358482449931440e-02,9.964931606650466733e-01,1.100000000000000000e+01
1.382674763533802975e-01,3.518114510236559911e-02,9.897698682078343024e-01,4.000000000000000000e+00
8.984421740948171642e-02,1.977637176093637386e-02,9.957594647895900986e-01,2.000000000000000000e+00
8.364136515013116668e-02,1.926734565776191260e-02,9.963096363215236950e-01,2.000000000000000000e+00
1.164801221509044749e-01,2.219336487840183753e-02,9.929450315596953791e-01,1.500000000000000000e+01
1.278020083820024522e-01,3.587358380605680519e-02,9.911507113645413591e-01,1.000000000000000000e+00
1.269690952039528864e-01,3.474491683001367653e-02,9.912979570328817047e-01,1.000000000000000000e+00
1.164179702315761289e-01,2.313484717070262917e-02,9.929308309512541175e-01,1.500000000000000000e+01
1.535057140000800346e-01,3.777151829263843130e-02,9.874255962730531522e-01,0.000000000000000000e+00
8.291267939637901596e-02,1.126358482449931440e-02,9.964931606650466733e-01,1.100000000000000000e+01
1.111212417570198729e-01,2.218302239431871326e-02,9.935592499432689406e-01,1.500000000000000000e+01
1.239707970063092524e-01,3.297642076080156692e-02,9.917377663290972700e-01,1.000000000000000000e+00
9.714874523332960032e-02,2.318650195293630450e-02,9.949997524757361322e-01,1.200000000000000000e+01
1.288370417678016966e-01,3.587070290477580720e-02,9.910168057816370890e-01,1.000000000000000000e+00
8.125544063593787003e-02,2.207014554937909365e-02,9.964489259578178659e-01,9.000000000000000000e+00
1.422594719855627965e-01,3.307626018665429241e-02,9.892766062342996936e-01,7.000000000000000000e+00
8.469903043593932090e-02,1.929489214516439191e-02,9.962197455282234548e-01,2.000000000000000000e+00
1.135075729020328245e-01,2.299825298946835475e-02,9.932709153364565058e-01,1.500000000000000000e+01
1.293169248129856785e-01,3.937150671385637041e-02,9.908213852233879182e-01,1.300000000000000000e+01
8.596708361504805385e-02,2.298902499874546854e-02,9.960327129488922848e-01,9.000000000000000000e+00
1.138966598450664169e-01,2.242762267288680306e-02,9.932394236121419029e-01,1.500000000000000000e+01
1.467348613871850560e-01,3.584177554731553250e-02,9.885263009041790339e-01,0.000000000000000000e+00
1.343969301504301384e-01,3.774080610844947337e-02,9.902086127278558747e-01,1.000000000000000000e+00
1.247323206846284033e-01,3.097957390916120449e-02,9.917066674057575248e-01,4.000000000000000000e+00
1.394470357986126730e-01,3.377328707574402122e-02,9.896534187719859821e-01,7.000000000000000000e+00
